0.3329,0.0386,0.3329,0.3329,0.0386,0.3164,0.0520,0.0520,0.0386,0.3329
0.3329,0.0520,0.0386,0.0386,0.3443,0.0386,0.0520,0.0520,0.0891,0.0386
0.0520,0.0386,0.0386,0.0386,0.0386,0.0386,0.0520,0.0520,0.0520,0.0891
0.0891,0.0891,0.0891,0.3164,0.3443,0.3164,0.3164,0.0386,0.0520,0.0520
0.0891,0.0891,0.3329,0.3164,0.0891,0.0891,0.0891,0.3164,0.0891,0.3329
0.3329,0.3329,0.3164,0.3329,0.0386,0.0386,0.0386,0.0520,0.3329,0.3329
0.0386,0.3164,0.3164,0.3164,0.3164,0.0386,0.0386,0.0520,0.0420,0.0386
0.3329,0.3329,0.3164,0.3164,0.3164,0.3164,0.0386,0.0520,0.0386,0.0386
0.0386,0.3329,0.3164,0.3164,0.3164,0.3164,0.0520,0.0520,0.0520,0.0386
0.3329,0.3329,0.3329,0.0386,0.0386,0.3164,0.0520,0.0386,0.0520,0.0386
