0.1041,0.1041,0.2321,0.2321,0.2261,0.2261,0.1041,0.1041,0.1041,0.1041
0.1041,0.2321,0.1041,0.2321,0.2261,0.0519,0.2321,0.2321,0.0216,0.2321
0.1041,0.1041,0.1041,0.2321,0.0519,0.0216,0.0519,0.0216,0.2321,0.2321
0.2321,0.2321,0.2321,0.2261,0.2261,0.2321,0.0216,0.2261,0.0216,0.2321
0.1041,0.2321,0.2321,0.0519,0.2321,0.0216,0.0216,0.0216,0.2321,0.2321
0.1041,0.2321,0.2321,0.0519,0.2321,0.2261,0.2321,0.2261,0.2321,0.2321
0.2321,0.2321,0.1041,0.2321,0.0216,0.0216,0.2321,0.2321,0.1041,0.2321
0.0216,0.1041,0.1041,0.2321,0.2321,0.2321,0.0216,0.2321,0.0216,0.2261
0.1041,0.1041,0.1041,0.2321,0.2261,0.2261,0.2261,0.2261,0.2321,0.1041
0.0216,0.1041,0.1041,0.2321,0.2261,0.2261,0.2261,0.1041,0.1041,0.2321
