4.0000,4.2000,4.2000,4.0000,4.4000,4.4000,4.4000,4.2000,4.6000,4.6000
4.0000,4.0000,4.0000,4.6000,4.8000,4.0000,4.2000,4.4000,4.0000,4.0000
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.2000
4.0000,4.0000,4.0000,4.0000,4.2000,4.4000,4.4000,4.2000,4.0000,4.2000
4.0000,4.0000,4.2000,4.6000,4.2000,4.2000,4.2000,4.0000,4.4000,4.2000
4.0000,4.2000,4.2000,4.2000,4.0000,4.4000,4.8000,4.0000,4.2000,4.0000
4.0000,4.2000,4.0000,4.2000,4.4000,4.4000,5.4000,4.4000,4.0000,4.0000
4.0000,4.2000,4.0000,4.2000,4.6000,4.0000,4.6000,4.8000,4.2000,4.0000
4.4000,4.2000,4.0000,4.0000,4.2000,4.0000,4.2000,4.2000,4.0000,4.0000
4.6000,4.6000,4.2000,4.0000,4.0000,4.0000,4.6000,4.2000,4.2000,4.2000
